FIT101,MV101,LIT101,P101,FIT201
0.0,1,553.6365382418492,2,2.471022
0.0,1,553.1776297891562,2,2.471022
0.0,1,552.7187213364632,2,2.471022
0.0,1,551.8009044310772,2,2.471022
0.0,1,551.8009044310772,2,2.471022
0.0,1,551.3419959783843,2,2.471022
0.0,1,550.8830875256913,2,2.471022
0.0,1,550.4241790729983,2,2.471022
0.0,1,549.9652706203053,2,2.471022
0.0,1,549.5063621676123,2,2.471022
0.0,1,549.0474537149194,2,2.471022
0.0,1,548.5885452622264,2,2.471022
0.0,1,548.1296368095334,2,2.471022
0.0,1,547.6707283568404,2,2.471022
0.0,1,547.2118199041474,2,2.471022
0.0,1,546.7529114514545,2,2.471022
0.0,1,546.2940029987615,2,2.471022
0.0,1,545.8350945460685,2,2.471022
0.0,1,545.3761860933755,2,2.471022
0.0,1,544.9172776406825,2,2.471022
0.0,1,543.9994607352966,2,2.471022
0.0,1,543.9994607352966,2,2.471022
0.0,1,543.5405522826036,2,2.471022
0.0,1,543.0816438299106,2,2.471022
0.0,1,542.6227353772176,2,2.471022
0.0,1,542.1638269245246,2,2.471022
0.0,1,541.7049184718317,2,2.471022
0.0,1,541.2460100191387,2,2.471022
0.0,1,540.7871015664457,2,2.471022
0.0,1,540.3281931137527,2,2.471022
0.0,1,539.8692846610597,2,2.471022
0.0,1,539.4103762083668,2,2.471022
0.0,1,538.9514677556738,2,2.471022
0.0,1,538.4925593029808,2,2.471022
0.0,1,537.5747423975948,2,2.471022
0.0,1,537.5747423975948,2,2.471022
0.0,1,537.1158339449019,2,2.471022
0.0,1,536.6569254922089,2,2.471022
0.0,1,536.1980170395159,2,2.471022
0.0,1,535.7391085868229,2,2.471022
0.0,1,535.2802001341299,2,2.471022
0.0,1,534.821291681437,2,2.471022
0.0,1,534.362383228744,2,2.471022
0.0,1,533.903474776051,2,2.471022
0.0,1,533.444566323358,2,2.471022
0.0,1,532.985657870665,2,2.471022
0.0,1,532.526749417972,2,2.471022
0.0,1,531.6089325125861,2,2.471022
0.0,1,531.6089325125861,2,2.471022
0.0,1,531.1500240598931,2,2.471022
0.0,1,530.6911156072001,2,2.471022
0.0,1,530.2322071545071,2,2.471022
0.0,1,529.7732987018142,2,2.471022
0.0,1,529.3143902491212,2,2.471022
0.0,1,528.8554817964282,2,2.471022
0.0,1,528.3965733437352,2,2.471022
0.0,1,527.9376648910422,2,2.471022
0.0,1,527.4787564383493,2,2.471022
0.0,1,527.0198479856563,2,2.471022
0.0,1,526.5609395329633,2,2.471022
0.0,1,526.1020310802703,2,2.471022
0.0,1,525.6431226275773,2,2.471022
0.0,1,525.1842141748843,2,2.471022
0.0,1,524.7253057221914,2,2.471022
0.0,1,524.2663972694984,2,2.471022
0.0,1,523.8074888168054,2,2.471022
0.0,1,523.3485803641124,2,2.471022
0.0,1,522.8896719114194,2,2.471022
0.0,1,522.4307634587265,2,2.471022
0.0,1,521.5129465533405,2,2.471022
0.0,1,521.0540381006475,2,2.471022
0.0,1,521.0540381006475,2,2.471022
0.0,1,520.5951296479545,2,2.471022
0.0,1,520.1362211952616,2,2.471022
0.0,1,519.6773127425686,2,2.471022
0.0,1,518.7594958371826,2,2.471022
0.0,1,518.7594958371826,2,2.471022
0.0,1,518.3005873844896,2,2.471022
0.0,1,517.8416789317967,2,2.471022
0.0,1,517.3827704791037,2,2.471022
0.0,1,516.4649535737177,2,2.471022
0.0,1,516.4649535737177,2,2.471022
0.0,1,516.0060451210247,2,2.471022
0.0,1,515.0882282156388,2,2.471022
0.0,1,515.0882282156388,2,2.471022
0.0,1,514.6293197629458,2,2.471022
0.0,1,514.1704113102528,2,2.471022
0.0,1,513.7115028575598,2,2.471022
0.0,1,513.2525944048668,2,2.471022
0.0,1,512.7936859521739,2,2.471022
0.0,1,511.8758690467879,2,2.471022
0.0,1,511.8758690467879,2,2.471022
0.0,1,510.95805214140194,2,2.471022
0.0,1,510.95805214140194,2,2.471022
0.0,1,510.040235236016,2,2.471022
0.0,1,509.581326783323,2,2.471022
0.0,1,509.12241833063,2,2.471022
0.0,1,508.663509877937,2,2.471022
0.0,1,508.663509877937,2,2.471022
0.0,1,508.2046014252441,2,2.471022
0.0,1,507.7456929725511,2,2.471022
0.0,1,506.8278760671651,2,2.471022
0.0,1,506.8278760671651,2,2.471022
0.0,1,506.3689676144721,2,2.471022
0.0,1,505.45115070908616,2,2.471022
0.0,1,505.45115070908616,2,2.471022
0.0,1,504.9922422563932,2,2.471022
0.0,1,504.0744253510072,2,2.471022
0.0,1,504.0744253510072,2,2.471022
0.0,1,503.15660844562126,2,2.471022
0.0,1,503.15660844562126,2,2.471022
0.0,1,502.6976999929283,2,2.471022
0.0,1,501.7798830875423,2,2.471022
0.0,1,501.7798830875423,2,2.471022
0.0,1,501.3209746348493,2,2.471022
0.0,1,500.8620661821564,2,2.471022
0.0,1,499.9442492767704,2,2.471022
0.0,1,499.9442492767704,2,2.471022
0.0,1,499.4853408240774,2,2.471022
0.0,1,499.0264323713844,2,2.471022
0.0,0,498.56752391869145,1,2.465383
0.0,0,498.10861546599847,1,2.465383
0.0,0,497.6497070133055,1,2.468074
0.008006917,0,496.7339846135652,1,2.335565
0.008006917,0,496.7339846135652,1,2.335565
0.1079333,0,496.2756236517965,1,2.070804
0.2792813,0,495.8433587515153,1,1.772851
0.5588828,0,495.41109385123417,1,1.36802
1.241072,2,494.76917738274886,1,0.62333
1.609711,2,494.618907615637,1,0.3697177
1.609711,2,494.618907615637,1,0.3697177
2.161868,2,494.9639188830544,1,0.1245635
2.161868,2,494.9639188830544,1,0.1245635
2.340262,2,495.1942055444652,1,0.06779227
2.468373,2,495.5725656949452,1,0.03472912
2.609935,2,496.3729599542215,1,0.000384455
2.654453,2,496.8249266899999,1,0.0
2.654453,2,496.8249266899999,1,0.0
2.654453,2,497.8025366513059,1,0.0
2.654453,2,497.8025366513059,1,0.0
2.654453,2,498.295511185315,1,0.0
2.654453,2,499.28146025333314,1,0.0
2.654453,2,499.28146025333314,1,0.0
2.654453,2,499.7744347873422,1,0.0
2.654453,2,500.2674093213513,1,0.0
2.654453,2,500.7603838553604,1,0.0
2.654453,2,501.2533583893695,1,0.0
2.654453,2,501.7463329233785,1,0.0
2.654453,2,502.2393074573876,1,0.0
2.654453,2,502.7322819913967,1,0.0
2.654453,2,503.22525652540577,1,0.0
2.654453,2,503.7182310594149,1,0.0
2.654453,2,504.2112055934239,1,0.0
2.654453,2,504.704180127433,1,0.0
2.654453,2,505.1971546614421,1,0.0
2.654453,2,505.6901291954512,1,0.0
2.654453,2,506.1831037294602,1,0.0
2.654453,2,507.1690527974784,1,0.0
2.654453,2,507.6620273314875,1,0.0
2.654453,2,507.6620273314875,1,0.0
2.654453,2,508.6479763995056,1,0.0
2.654453,2,509.1409509335147,1,0.0
2.654453,2,509.1409509335147,1,0.0
2.654453,2,509.6339254675238,1,0.0
2.654453,2,510.1269000015329,2,0.0
2.654453,2,510.619874535542,2,0.0
2.654453,2,511.11284906955103,2,0.0
2.654453,2,511.6058236035601,2,0.01384039
2.654453,2,512.5917726715784,2,0.3114087
2.654453,2,512.5917726715784,2,0.3114087
2.654453,2,513.5593006683015,2,1.018165
2.654453,2,513.9944416076797,2,1.459648
2.654453,2,514.2983265565957,2,1.831545
2.654453,2,514.5202210252892,2,2.070291
2.654453,2,514.6730482510236,2,2.234325
2.654453,2,514.7815365119708,2,2.327748
2.654453,2,514.7815365119708,2,2.327748
2.654453,2,514.920235388974,2,2.426809
2.654453,2,514.920235388974,2,2.426809
2.654453,2,514.9809097520663,2,2.448723
2.654453,2,515.0231868972334,2,2.467946
2.654453,2,515.0654640424004,2,2.471022
2.654453,2,515.1036714059823,2,2.471022
2.654453,2,515.1383087498774,2,2.471022
2.654453,2,515.1723748311936,2,2.471022
2.654453,2,515.2064409125097,2,2.471022
2.654453,2,515.2405069938259,2,2.471022
2.654453,2,515.274573075142,2,2.471022
2.654453,2,515.3086391564582,2,2.471022
2.654453,2,515.3427052377743,2,2.471022
2.654453,2,515.3767713190905,2,2.471022
2.654453,2,515.4449034817228,2,2.471022
2.654453,2,515.478969563039,2,2.471022
2.654453,2,515.5130356443551,2,2.471022
2.654453,2,515.5130356443551,2,2.471022
2.654453,2,515.5471017256713,2,2.471022
2.654453,2,515.5811678069874,2,2.471022
2.654453,2,515.6152338883036,2,2.471022
2.654453,2,515.6492999696197,2,2.471022
2.654453,2,515.6833660509359,2,2.471022
2.654453,2,515.7514982135682,2,2.471022
2.654453,2,515.7855642948844,2,2.471022
2.654453,2,515.7855642948844,2,2.471022
2.654453,2,515.8536964575167,2,2.471022
2.654453,2,515.8536964575167,2,2.471022
2.654453,2,515.921828620149,2,2.471022
2.654453,2,515.9558947014651,2,2.471022
2.654453,2,515.9558947014651,2,2.471022
2.654453,2,516.0240268640974,2,2.471022
2.654453,2,516.0240268640974,2,2.471022
2.654453,2,516.0580929454136,2,2.471022
2.654453,2,516.1262251080459,2,2.471022
2.654453,2,516.1262251080459,2,2.471022
2.654453,2,516.160291189362,2,2.471022
2.654453,2,516.1943572706782,2,2.471022
2.654453,2,516.2284233519944,2,2.471022
2.654453,2,516.2624894333105,2,2.471022
2.654453,2,516.2965555146267,2,2.471022
2.654453,2,516.3306215959428,2,2.471022
2.654453,2,516.364687677259,2,2.471022
2.654453,2,516.4328198398913,2,2.471022
2.654453,2,516.4328198398913,2,2.471022
2.654453,2,516.4668859212074,2,2.471022
2.654453,2,516.5009520025236,2,2.471022
2.654453,2,516.5350180838398,2,2.471022
2.654453,2,516.5690841651559,2,2.471022
2.654453,2,516.6031502464721,2,2.471022
2.654453,2,516.6712824091044,2,2.471022
2.654453,2,516.7053484904205,2,2.471022
2.654453,2,516.7053484904205,2,2.471022
2.654453,2,516.7394145717367,2,2.471022
2.654453,2,516.807546734369,2,2.471022
2.654453,2,516.807546734369,2,2.471022
2.654453,2,516.8756788970013,2,2.471022
2.654453,2,516.8756788970013,2,2.471022
2.654453,2,516.9097449783175,2,2.471022
2.654453,2,516.9778771409498,2,2.471022
2.654453,2,516.9778771409498,2,2.471022
2.654453,2,517.0119432222659,2,2.471022
2.654453,2,517.0800753848982,2,2.471022
2.654453,2,517.0800753848982,2,2.471022
2.654453,2,517.1141414662144,2,2.471022
2.654453,2,517.1482075475305,2,2.471022
2.654453,2,517.1822736288467,2,2.471022
2.654453,2,517.2163397101629,2,2.471022
2.654453,2,517.250405791479,2,2.471022
2.654453,2,517.2844718727952,2,2.471022
2.654453,2,517.3185379541113,2,2.471022
2.654453,2,517.3526040354275,2,2.471022
2.654453,2,517.3866701167436,2,2.471022
2.654453,2,517.4207361980598,2,2.471022
2.654453,2,517.4888683606921,2,2.471022
2.654453,2,517.4888683606921,2,2.471022
2.654453,2,517.5229344420082,2,2.471022
2.654453,2,517.5570005233244,2,2.471022
2.654453,2,517.5910666046406,2,2.471022
2.654453,2,517.6251326859567,2,2.471022
2.654453,2,517.6591987672729,2,2.471022
2.654453,2,517.693264848589,2,2.471022
2.654453,2,517.7273309299052,2,2.471022
2.654453,2,517.7613970112213,2,2.471022
2.654453,2,517.7954630925375,2,2.471022
2.654453,2,517.8635952551698,2,2.471022
2.654453,2,517.8635952551698,2,2.471022
2.654453,2,517.897661336486,2,2.471022
2.654453,2,517.9317274178021,2,2.471022
2.654453,2,517.9657934991183,2,2.471022
2.654453,2,517.9998595804344,2,2.471022
2.654453,2,518.0339256617506,2,2.471022
2.654453,2,518.0679917430667,2,2.471022
2.654453,2,518.1020578243829,2,2.471022
2.654453,2,518.136123905699,2,2.471022
2.654453,2,518.1701899870152,2,2.471022
2.654453,2,518.2042560683313,2,2.471022
2.654453,2,518.2383221496475,2,2.471022
2.654453,2,518.2723882309637,2,2.471022
2.654453,2,518.3064543122798,2,2.471022
2.654453,2,518.340520393596,2,2.471022
2.654453,2,518.3745864749121,2,2.471022
2.654453,2,518.4086525562283,2,2.471022
2.654453,2,518.4427186375444,2,2.471022
2.654453,2,518.4767847188606,2,2.471022
2.654453,2,518.5108508001767,2,2.471022
2.654453,2,518.5449168814929,2,2.471022
2.654453,2,518.578982962809,2,2.471022
2.654453,2,518.6130490441252,2,2.471022
2.654453,2,518.6471151254414,2,2.471022
2.654453,2,518.6811812067575,2,2.471022
2.654453,2,518.7152472880737,2,2.471022
2.654453,2,518.7493133693898,2,2.471022
2.654453,2,518.783379450706,2,2.471022
2.654453,2,518.8174455320221,2,2.471022
2.654453,2,518.8515116133383,2,2.471022
2.654453,2,518.8855776946544,2,2.471022
2.654453,2,518.9196437759706,2,2.471022
2.654453,2,518.9537098572868,2,2.471022
2.654453,2,519.0218420199191,2,2.471022
2.654453,2,519.0218420199191,2,2.471022
2.654453,2,519.0899741825514,2,2.471022
2.654453,2,519.0899741825514,2,2.471022
2.654453,2,519.1581063451837,2,2.471022
2.654453,2,519.1581063451837,2,2.471022
2.654453,2,519.226238507816,2,2.471022
2.654453,2,519.226238507816,2,2.471022
2.654453,2,519.2603045891321,2,2.471022
2.654453,2,519.2943706704483,2,2.471022
2.654453,2,519.3284367517645,2,2.471022
2.654453,2,519.3625028330806,2,2.471022
2.654453,2,519.3965689143968,2,2.471022
2.654453,2,519.4306349957129,2,2.471022
2.654453,2,519.4647010770291,2,2.471022
2.654453,2,519.4987671583452,2,2.471022
2.654453,2,519.5328332396614,2,2.471022
2.654453,2,519.5668993209775,2,2.471022
2.654453,2,519.6009654022937,2,2.471022
2.654453,2,519.669097564926,2,2.471022
2.654453,2,519.669097564926,2,2.471022
2.654453,2,519.7031636462422,2,2.471022
2.654453,2,519.7372297275583,2,2.471022
2.654453,2,519.7712958088745,2,2.471022
2.654453,2,519.8053618901906,2,2.471022
2.654453,2,519.8394279715068,2,2.471022
2.654453,2,519.8734940528229,2,2.471022
2.654453,2,519.9075601341391,2,2.471022
2.654453,2,519.9416262154552,2,2.471022
2.654453,2,519.9756922967714,2,2.471022
2.654453,2,520.0097583780876,2,2.471022
2.654453,2,520.0438244594037,2,2.471022
2.654453,2,520.111956622036,2,2.471022
2.654453,2,520.1460227033522,2,2.471022
2.654453,2,520.1800887846683,2,2.471022
2.654453,2,520.2141548659845,2,2.471022
2.654453,2,520.2482209473006,2,2.471022
2.654453,2,520.2822870286168,2,2.471022
2.654453,2,520.316353109933,2,2.471022
2.654453,2,520.3504191912491,2,2.471022
2.654453,2,520.3844852725653,2,2.471022
2.654453,2,520.4185513538814,2,2.471022
2.654453,2,520.4185513538814,2,2.471022
2.654453,2,520.4866835165137,2,2.471022
2.654453,2,520.4866835165137,2,2.471022
2.654453,2,520.554815679146,2,2.471022
2.654453,2,520.554815679146,2,2.471022
2.654453,2,520.5888817604622,2,2.471022
2.654453,2,520.6229478417783,2,2.471022
2.654453,2,520.6570139230945,2,2.471022
2.654453,2,520.6910800044107,2,2.471022
2.654453,2,520.759212167043,2,2.471022
2.654453,2,520.759212167043,2,2.471022
2.654453,2,520.7932782483591,2,2.471022
2.654453,2,520.8273443296753,2,2.471022
2.654453,2,520.8614104109914,2,2.471022
2.654453,2,520.8954764923076,2,2.471022
2.654453,2,520.9295425736237,2,2.471022
2.654453,2,520.9636086549399,2,2.471022
2.654453,2,520.997674736256,2,2.471022
2.654453,2,521.0317408175722,2,2.471022
2.654453,2,521.0658068988884,2,2.471022
2.654453,2,521.0998729802045,2,2.471022
2.654453,2,521.1339390615207,2,2.471022
2.654453,2,521.1680051428368,2,2.471022
2.654453,2,521.202071224153,2,2.471022
2.654453,2,521.2702033867853,2,2.471022
2.654453,2,521.2702033867853,2,2.471022
2.654453,2,521.3042694681014,2,2.471022
2.654453,2,521.3383355494176,2,2.471022
2.654453,2,521.4064677120499,2,2.471022
2.654453,2,521.4405337933661,2,2.471022
2.654453,2,521.4405337933661,2,2.471022
2.654453,2,521.5086659559984,2,2.471022
2.654453,2,521.5427320373145,2,2.471022
2.654453,2,521.5427320373145,2,2.471022
2.654453,2,521.5767981186307,2,2.471022
2.654453,2,521.644930281263,2,2.471022
2.654453,2,521.644930281263,2,2.471022
2.654453,2,521.7130624438953,2,2.471022
2.654453,2,521.7471285252115,2,2.471022
2.654453,2,521.7811946065276,2,2.471022
2.654453,2,521.8152606878438,2,2.471022
2.654453,2,521.8152606878438,2,2.471022
2.654453,2,521.8833928504761,2,2.471022
2.654453,2,521.9174589317922,2,2.471022
2.654453,2,521.9515250131084,2,2.471022
2.654453,2,521.9855910944245,2,2.471022
2.654453,2,521.9855910944245,2,2.471022
2.654453,2,522.0537232570568,2,2.471022
2.654453,2,522.087789338373,2,2.471022
2.654453,2,522.1218554196892,2,2.471022
2.654453,2,522.1559215010053,2,2.471022
2.654453,2,522.1899875823215,2,2.471022
2.654453,2,522.2240536636376,2,2.471022
2.654453,2,522.2581197449538,2,2.471022
2.654453,2,522.2581197449538,2,2.471022
2.654453,2,522.2921858262699,2,2.471022
2.654453,2,522.3603179889022,2,2.471022
2.654453,2,522.3943840702184,2,2.471022
2.654453,2,522.4284501515345,2,2.471022
2.654453,2,522.4625162328507,2,2.471022
2.654453,2,522.4965823141669,2,2.471022
2.654453,2,522.530648395483,2,2.471022
2.654453,2,522.530648395483,2,2.471022
2.654453,2,522.5987805581153,2,2.471022
2.654453,2,522.5987805581153,2,2.471022
2.654453,2,522.6669127207476,2,2.471022
2.654453,2,522.7009788020638,2,2.471022
2.654453,2,522.7009788020638,2,2.471022
2.654453,2,522.7350448833799,2,2.471022
2.654453,2,522.7691109646961,2,2.471022
2.654453,2,522.8031770460123,2,2.471022
2.654453,2,522.8372431273284,2,2.471022
2.654453,2,522.8713092086446,2,2.471022
2.654453,2,522.9053752899607,2,2.471022
2.654453,2,522.9394413712769,2,2.471022
2.654453,2,522.973507452593,2,2.471022
2.654453,2,523.0075735339092,2,2.471022
2.654453,2,523.0416396152253,2,2.471022
2.654453,2,523.1097717778576,2,2.471022
2.654453,2,523.1438378591738,2,2.471022
2.654453,2,523.1438378591738,2,2.471022
2.654453,2,523.17790394049,2,2.471022
2.654453,2,523.2119700218061,2,2.471022
2.654453,2,523.2801021844384,2,2.471022
2.654453,2,523.2801021844384,2,2.471022
2.654453,2,523.3482343470707,2,2.471022
2.654453,2,523.3823004283869,2,2.471022
2.654453,2,523.416366509703,2,2.471022
2.654453,2,523.4504325910192,2,2.471022
2.654453,2,523.4844986723353,2,2.471022
2.654453,2,523.4844986723353,2,2.471022
2.654453,2,523.5185647536515,2,2.471022
2.654453,2,523.5526308349677,2,2.471022
2.654453,2,523.5866969162838,2,2.471022
2.654453,2,523.6548290789161,2,2.471022
2.654453,2,523.6888951602323,2,2.471022
2.654453,2,523.7229612415484,2,2.471022
2.654453,2,523.7229612415484,2,2.471022
2.654453,2,523.7910934041807,2,2.471022
2.654453,2,523.7910934041807,2,2.471022
2.654453,2,523.859225566813,2,2.471022
2.654453,2,523.859225566813,2,2.471022
2.654453,2,523.9273577294454,2,2.471022
2.654453,2,523.9614238107615,2,2.471022
2.654453,2,523.9954898920777,2,2.471022
2.654453,2,523.9954898920777,2,2.471022
2.654453,2,524.0295559733938,2,2.471022
2.654453,2,524.06362205471,2,2.471022
2.654453,2,524.1317542173423,2,2.471022
2.654453,2,524.1658202986584,2,2.471022
2.654453,2,524.1658202986584,2,2.471022
2.654453,2,524.1998863799746,2,2.471022
2.654453,2,524.2680185426069,2,2.471022
2.654453,2,524.3020846239231,2,2.471022
2.654453,2,524.3020846239231,2,2.471022
2.654453,2,524.3361507052392,2,2.471022
2.654453,2,524.4042828678715,2,2.471022
2.654453,2,524.4383489491877,2,2.471022
2.654453,2,524.4724150305038,2,2.471022
2.654453,2,524.50648111182,2,2.471022
2.654453,2,524.5405471931361,2,2.471022
2.654453,2,524.5405471931361,2,2.471022
2.654453,2,524.5746132744523,2,2.471022
2.654453,2,524.6427454370846,2,2.471022
2.654453,2,524.6427454370846,2,2.471022
2.654453,2,524.6768115184008,2,2.471022
2.654453,2,524.7108775997169,2,2.471022
2.654453,2,524.7449436810331,2,2.471022
2.654453,2,524.7790097623492,2,2.471022
2.654453,2,524.8130758436654,2,2.471022
2.654453,2,524.8471419249815,2,2.471022
2.654453,2,524.9152740876139,2,2.471022
2.654453,2,524.94934016893,2,2.471022
2.654453,2,524.9834062502462,2,2.471022
2.654453,2,524.9834062502462,2,2.471022
2.654453,2,525.0174723315623,2,2.471022
2.654453,2,525.0515384128785,2,2.471022
2.654453,2,525.0856044941946,2,2.471022
2.654453,2,525.1196705755108,2,2.471022
2.654453,2,525.1537366568269,2,2.471022
2.654453,2,525.1878027381431,2,2.471022
2.654453,2,525.2218688194592,2,2.471022
2.654453,2,525.2559349007754,2,2.471022
2.654453,2,525.3240670634077,2,2.471022
2.654453,2,525.3240670634077,2,2.471022
2.654453,2,525.3581331447239,2,2.471022
2.654453,2,525.39219922604,2,2.471022
2.654453,2,525.4262653073562,2,2.471022
2.654453,2,525.4603313886723,2,2.471022
2.654453,2,525.4943974699885,2,2.471022
2.654453,2,525.5284635513046,2,2.471022
2.654453,2,525.5625296326208,2,2.471022
2.654453,2,525.596595713937,2,2.471022
2.654453,2,525.6306617952531,2,2.471022
2.654453,2,525.6647278765693,2,2.471022
2.654453,2,525.6987939578854,2,2.471022
2.654453,2,525.7669261205177,2,2.471022
2.654453,2,525.8009922018339,2,2.471022
2.654453,2,525.83505828315,2,2.471022
2.654453,2,525.8691243644662,2,2.471022
2.654453,2,525.9031904457823,2,2.471022
2.654453,2,525.9372565270985,2,2.471022
2.654453,2,525.9713226084147,2,2.471022
2.654453,2,526.0053886897308,2,2.471022
2.654453,2,526.039454771047,2,2.471022
2.654453,2,526.0735208523631,2,2.471022
2.654453,2,526.1075869336793,2,2.471022
2.654453,2,526.1075869336793,2,2.471022
2.654453,2,526.1757190963116,2,2.471022
2.654453,2,526.1757190963116,2,2.471022
2.654453,2,526.2097851776277,2,2.471022
2.654453,2,526.2438512589439,2,2.471022
2.654453,2,526.27791734026,2,2.471022
2.654453,2,526.3119834215762,2,2.471022
2.654453,2,526.3801155842085,2,2.471022
2.654453,2,526.3801155842085,2,2.471022
2.654453,2,526.4141816655247,2,2.471022
2.654453,2,526.4482477468408,2,2.471022
2.654453,2,526.482313828157,2,2.471022
2.654453,2,526.5163799094731,2,2.471022
2.654453,2,526.5504459907893,2,2.471022
2.654453,2,526.5845120721054,2,2.471022
2.654453,2,526.6185781534216,2,2.471022
2.654453,2,526.6526442347377,2,2.471022
2.654453,2,526.6867103160539,2,2.471022
2.654453,2,526.7207763973701,2,2.471022
2.654453,2,526.7548424786862,2,2.471022
2.654453,2,526.8229746413185,2,2.471022
2.654453,2,526.8570407226347,2,2.471022
2.654453,2,526.8911068039508,2,2.471022
2.654453,2,526.925172885267,2,2.471022
2.654453,2,526.9592389665831,2,2.471022
2.654453,2,526.9933050478993,2,2.471022
2.654453,2,527.0273711292155,2,2.471022
2.654453,2,527.0273711292155,2,2.471022
2.654453,2,527.0955032918478,2,2.471022
2.654453,2,527.1295693731639,2,2.471022
2.654453,2,527.1636354544801,2,2.471022
2.654453,2,527.1636354544801,2,2.471022
2.654453,2,527.2317676171124,2,2.471022
2.654453,2,527.2658336984285,2,2.471022
2.654453,2,527.2998997797447,2,2.471022
2.654453,2,527.3339658610608,2,2.471022
2.654453,2,527.368031942377,2,2.471022
2.654453,2,527.4020980236932,2,2.471022
2.654453,2,527.4020980236932,2,2.471022
2.654453,2,527.4361641050093,2,2.471022
2.654453,2,527.4702301863255,2,2.471022
2.654453,2,527.5042962676416,2,2.471022
2.654453,2,527.5383623489578,2,2.471022
2.654453,2,527.5724284302739,2,2.471022
2.654453,2,527.6064945115901,2,2.471022
2.654453,2,527.6405605929062,2,2.471022
2.654453,2,527.6746266742224,2,2.471022
2.654453,2,527.7086927555386,2,2.471022
2.654453,2,527.7427588368547,2,2.471022
2.654453,2,527.7768249181709,2,2.471022
2.654453,2,527.8449570808032,2,2.471022
2.654453,2,527.8449570808032,2,2.471022
2.654453,2,527.8790231621193,2,2.471022
2.654453,2,527.9471553247516,2,2.471022
2.654453,2,527.9812214060678,2,2.471022
2.654453,2,527.9812214060678,2,2.471022
2.654453,2,528.0493535687001,2,2.471022
2.654453,2,528.0834196500163,2,2.471022
2.654453,2,528.1174857313324,2,2.471022
2.654453,2,528.1174857313324,2,2.471022
2.654453,2,528.1515518126486,2,2.471022
2.654453,2,528.2196839752809,2,2.471022
2.654453,2,528.253750056597,2,2.471022
2.654453,2,528.253750056597,2,2.471022
