,FIT201,LIT301,FIT301
96,2.471022,805.6242784630177,2.314704
97,2.471022,805.6513107345429,2.302405
98,2.471022,805.7073737680395,2.268328
99,2.471022,805.7073737680395,2.268328
100,2.471022,805.7386886517467,2.251673
101,2.471022,805.7763321813916,2.23835
102,2.471022,805.854712341544,2.229254
103,2.471022,805.8979232670254,2.228998
104,2.471022,805.8979232670254,2.228998
105,2.471022,805.9877712077338,2.227973
106,2.471022,805.9877712077338,2.227973
107,2.471022,806.0327189497427,2.229638
108,2.471022,806.1229951516693,2.229638
109,2.471022,806.1229951516693,2.229638
110,2.471022,806.1678240354045,2.229638
111,2.471022,806.2574818028747,2.22887
112,2.471022,806.2574818028747,2.22887
113,2.471022,806.3023106866099,2.22887
114,2.471022,806.3922537139374,2.22887
115,2.471022,806.4372252276012,2.22887
116,2.471022,806.4821967412649,2.22887
117,2.471022,806.4821967412649,2.22887
118,2.471022,806.5271682549287,2.22887
119,2.471022,806.5721397685925,2.22887
120,2.471022,806.66208279592,2.227588
121,2.471022,806.7070543095838,2.227588
122,2.471022,806.7522639112275,2.227588
123,2.471022,806.7974735128712,2.227588
124,2.471022,806.8426831145149,2.227973
125,2.471022,806.8426831145149,2.227973
126,2.471022,806.9330308171219,2.230023
127,2.471022,806.9781689180852,2.230791
128,2.471022,806.9781689180852,2.230791
129,2.471022,807.0675410542659,2.228357
130,2.471022,807.0675410542659,2.228357
131,2.471022,807.1572225933909,2.227973
132,2.471022,807.2022893793899,2.227973
133,2.471022,807.2474274803532,2.227973
134,2.471022,807.2925655813165,2.227973
135,2.471022,807.3377036822798,2.227973
136,2.471022,807.3828417832431,2.229254
137,2.471022,807.4279798842064,2.229382
138,2.471022,807.4728800829058,2.229382
139,2.471022,807.4728800829058,2.229382
140,2.471022,807.5626329369951,2.229382
141,2.471022,807.5626329369951,2.229382
142,2.471022,807.6523857910844,2.229382
143,2.471022,807.697262218129,2.229382
144,2.471022,807.697262218129,2.229382
145,2.471022,807.7870150722183,2.229382
146,2.471022,807.831891499263,2.229382
147,2.471022,807.8767679263076,2.229382
148,2.471022,807.9216443533522,2.229382
149,2.471022,807.9216443533522,2.229382
150,2.471022,808.0113972074415,2.229382
151,2.471022,808.0113972074415,2.229382
152,2.471022,808.0562736344862,2.229382
153,2.471022,808.1460264885754,2.229382
154,2.471022,808.1909029156201,2.229382
155,2.471022,808.2357793426647,2.229382
156,2.471022,808.2357793426647,2.229382
157,2.471022,808.325532196754,2.229382
158,2.471022,808.3704086237987,2.229382
159,2.471022,808.3704086237987,2.229382
160,2.471022,808.4601614778879,2.229382
161,2.471022,808.5050379049326,2.229382
162,2.471022,808.5050379049326,2.229382
163,2.471022,808.5499143319772,2.229382
164,2.471022,808.6396671860665,2.229382
165,2.471022,808.6396671860665,2.229382
166,2.471022,808.6845436131111,2.229382
167,2.471022,808.7294200401558,2.229382
168,2.471022,808.7742964672004,2.229382
169,2.471022,808.8640493212897,2.229382
170,2.471022,808.9089257483344,2.229382
171,2.471022,808.953802175379,2.229382
172,2.471022,808.9986786024236,2.229382
173,2.471022,808.9986786024236,2.229382
174,2.471022,809.0884314565129,2.229382
175,2.471022,809.1333078835576,2.229382
176,2.471022,809.1333078835576,2.229382
177,2.471022,809.2230607376468,2.229382
178,2.471022,809.2679371646915,2.229382
179,2.471022,809.3128135917361,2.229382
180,2.471022,809.3128135917361,2.229382
181,2.471022,809.3576900187808,2.229382
182,2.471022,809.44744287287,2.229382
183,2.471022,809.4923192999147,2.229382
184,2.471022,809.4923192999147,2.229382
185,2.471022,809.582072154004,2.229382
186,2.471022,809.582072154004,2.229382
187,2.471022,809.6269485810486,2.229382
188,2.471022,809.7167014351379,2.229382
189,2.471022,809.7615778621825,2.229382
190,2.471022,809.7615778621825,2.229382
191,2.471022,809.8513307162718,2.229382
192,2.471022,809.8962071433165,2.229382
193,2.471022,809.8962071433165,2.229382
194,2.471022,809.9410835703611,2.229382
195,2.471022,810.0308364244504,2.229382
196,2.471022,810.0308364244504,2.229382
197,2.471022,810.075712851495,2.229382
198,2.471022,810.1205892785397,2.229382
199,2.471022,810.1654657055843,2.229382
200,2.471022,810.2552185596736,2.229382
201,2.471022,810.3000949867182,2.229382
202,2.471022,810.3000949867182,2.229382
203,2.471022,810.3449714137629,2.229382
204,2.471022,810.4347242678522,2.229382
205,2.471022,810.4796006948968,2.229382
206,2.471022,810.5244771219415,2.229382
207,2.471022,810.5693535489861,2.229382
208,2.471022,810.5693535489861,2.229382
209,2.471022,810.6142299760307,2.229382
210,2.471022,810.70398283012,2.229382
211,2.471022,810.7488592571647,2.229382
212,2.471022,810.7937356842093,2.229382
213,2.471022,810.838612111254,2.229382
214,2.471022,810.838612111254,2.229382
215,2.471022,810.9283649653432,2.229382
216,2.471022,810.9732413923879,2.229382
217,2.471022,811.0181178194325,2.229382
218,2.471022,811.0629942464772,2.229382
219,2.471022,811.1078706735218,2.229382
220,2.471022,811.1527471005664,2.229382
221,2.471022,811.1976235276111,2.229382
222,2.471022,811.2424999546557,2.229382
223,2.471022,811.2873763817004,2.229382
224,2.471022,811.2873763817004,2.229382
225,2.471022,811.3771292357897,2.229382
226,2.471022,811.3771292357897,2.229382
227,2.471022,811.4668820898789,2.229382
228,2.471022,811.5117585169236,2.229382
229,2.471022,811.5566349439682,2.229382
230,2.471022,811.6015113710129,2.229382
231,2.471022,811.6463877980575,2.229382
232,2.471022,811.6463877980575,2.229382
233,2.471022,811.7361406521468,2.229382
234,2.471022,811.7810170791914,2.229382
235,2.471022,811.8258935062361,2.229382
236,2.471022,811.8258935062361,2.229382
237,2.471022,811.9156463603254,2.229382
238,2.471022,811.96052278737,2.229382
239,2.471022,811.96052278737,2.229382
240,2.471022,812.0502756414593,2.229382
241,2.471022,812.0502756414593,2.229382
242,2.471022,812.1400284955486,2.229382
243,2.471022,812.1849049225932,2.229382
244,2.471022,812.2297813496378,2.229382
245,2.471022,812.2746577766825,2.229382
246,2.471022,812.3195342037271,2.229382
247,2.471022,812.3644106307718,2.229382
248,2.471022,812.4092870578164,2.229382
249,2.471022,812.454163484861,2.229382
250,2.471022,812.4990399119057,2.229382
251,2.471022,812.5439163389503,2.229382
252,2.471022,812.5439163389503,2.229382
253,2.471022,812.588792765995,2.229382
254,2.471022,812.6336691930396,2.229382
255,2.471022,812.7234220471289,2.229382
256,2.471022,812.7234220471289,2.229382
257,2.471022,812.7682984741735,2.229382
258,2.471022,812.8131749012182,2.229382
259,2.471022,812.9029277553075,2.229382
260,2.471022,812.9029277553075,2.229382
261,2.471022,812.9926806093968,2.229382
262,2.471022,813.0375570364414,2.229382
263,2.471022,813.082433463486,2.229382
264,2.465383,813.1273098905307,2.229382
265,2.468074,813.1711390647525,2.229382
266,2.468074,813.215468000873,2.229382
267,2.335565,813.2597969369934,2.229382
268,2.070804,813.2597969369934,2.229382
269,2.070804,813.2994135139853,2.229382
270,1.772851,813.2896829213888,2.229382
271,0.9621632,813.204897786001,2.229382
272,0.62333,813.204897786001,2.229382
273,0.62333,813.0449290351648,2.229382
274,0.2225996,812.8095861613533,2.229382
275,0.2225996,812.5113165230156,2.229382
276,0.06779227,812.1659470093321,2.229382
277,0.06779227,811.793255302793,2.229382
278,0.03472912,811.0009148058706,2.229382
279,0.01319963,810.5994728930299,2.229382
280,0.000384455,810.187892250566,2.229382
281,0.0,809.7739316243828,2.229382
282,0.0,809.3598995987345,2.229382
283,0.0,808.9458675730862,2.229382
284,0.0,808.9458675730862,2.229382
285,0.0,808.5318355474378,2.229382
286,0.0,807.7037714961411,2.229382
287,0.0,807.2897394704928,2.229382
288,0.0,806.8757074448445,2.229382
289,0.0,806.4616754191961,2.229382
290,0.0,806.0476433935478,2.229382
291,0.0,806.0476433935478,2.229382
292,0.0,805.6336113678994,2.229382
293,0.0,805.2195793422511,2.229382
294,0.0,804.3915152909544,2.229382
295,0.0,803.9774832653061,2.229382
296,0.0,803.5634512396578,2.229382
297,0.0,803.1494192140094,2.229382
298,0.0,802.7353871883611,2.229382
299,0.0,802.3213551627127,2.229382
300,0.0,801.9073231370644,2.229382
301,0.0,801.493291111416,2.229382
302,0.0,801.0792590857677,2.229382
303,0.0,801.0792590857677,2.229382
304,0.0,800.6652270601194,2.229382
305,0.0,800.251195034471,2.229382
306,0.0,799.8371630088227,2.229382
307,0.0,799.4231309831744,2.229382
308,0.0,798.5950669318777,2.22951
309,0.0,798.1810349062293,2.22951
310,0.0,798.1810349062293,2.22951
311,0.0,797.352923311623,2.144829
312,0.0,797.352923311623,2.144829
313,0.0,796.9388675143199,1.992249
314,0.01384039,796.1422091618803,1.408833
315,0.01384039,795.7722165410257,1.027704
316,0.3114087,795.5131440195455,0.6673285
317,0.663826,795.3381335777153,0.4058546
318,0.663826,795.2720335572781,0.2389264
319,1.018165,795.3199429874705,0.1368222
320,1.831545,795.3199429874705,0.1368222
321,1.831545,795.4646601046004,0.07468852
322,2.234325,796.0250673202999,0.01716683
323,2.234325,796.4261464832599,0.000896775
324,2.327748,796.4261464832599,0.000896775
325,2.426809,796.8379083474482,0.0
326,2.426809,797.2700419728517,0.0
327,2.448723,798.1641778946748,0.0
328,2.467946,798.1641778946748,0.0
329,2.471022,798.6189450651021,0.0
330,2.471022,799.0772822552161,0.0
331,2.471022,799.5361907079091,0.0
332,2.471022,800.4540076132951,0.0
333,2.471022,800.912916065988,0.0
334,2.471022,801.371824518681,0.1851199
335,2.471022,801.830732971374,0.4642731
336,2.471022,802.255261686909,0.7883931
337,2.471022,802.6279471719603,1.186945
338,2.471022,802.9404383699163,1.576018
339,2.471022,803.1789120820923,1.888223
340,2.471022,803.3451286923831,2.007622
341,2.471022,803.3451286923831,2.007622
342,2.471022,803.4533638223501,2.154822
343,2.471022,803.5394246413059,2.243731
344,2.471022,803.6254854602618,2.280114
345,2.471022,803.7264204636177,2.25526
346,2.471022,803.7618751438621,2.233738
347,2.471022,803.7618751438621,2.233738
348,2.471022,803.8019456108874,2.229382
349,2.471022,803.8900805067232,2.225667
350,2.471022,803.9349569337678,2.225667
351,2.471022,803.9805232959493,2.228229
352,2.471022,804.0260896581308,2.228229
353,2.471022,804.0260896581308,2.228229
354,2.471022,804.0711802157846,2.225795
355,2.471022,804.1162707734384,2.225795
356,2.471022,804.206903921619,2.226435
357,2.471022,804.206903921619,2.226435
358,2.471022,804.2978702443986,2.226435
359,2.471022,804.3432939766515,2.226435
360,2.471022,804.3887177089043,2.226435
361,2.471022,804.3887177089043,2.226435
362,2.471022,804.47956517341,2.223873
363,2.471022,804.5249889056629,2.223873
364,2.471022,804.5708884424434,2.223873
365,2.471022,804.616787979224,2.22477
366,2.471022,804.616787979224,2.22477
367,2.471022,804.7084204654856,2.226435
368,2.471022,804.7084204654856,2.226435
369,2.471022,804.7541534149666,2.233738
370,2.471022,804.7995771472195,2.245652
371,2.471022,804.8890683273902,2.281779
372,2.471022,804.9309231542527,2.299715
373,2.471022,804.9660686172688,2.31291
374,2.471022,804.9660686172688,2.31291
375,2.471022,805.0272470137289,2.3238
376,2.471022,805.0566109502994,2.325337
377,2.471022,805.0566109502994,2.325337
378,2.471022,805.1110084822328,2.326234
379,2.471022,805.1110084822328,2.326234
380,2.471022,805.1649539812933,2.314704
381,2.471022,805.1918434371737,2.302405
382,2.471022,805.2208741991451,2.286391
383,2.471022,805.2208741991451,2.286391
384,2.471022,805.286478023432,2.251673
385,2.471022,805.3207669640117,2.23835
386,2.471022,805.3207669640117,2.23835
387,2.471022,805.4047145200005,2.229254
388,2.471022,805.4479254454819,2.228998
389,2.471022,805.4928256441814,2.227973
390,2.471022,805.5377733861903,2.227973
391,2.471022,805.5829114871536,2.229638
392,2.471022,805.6280495881169,2.229638
393,2.471022,805.6728784718521,2.229638
394,2.471022,805.6728784718521,2.229638
395,2.471022,805.7625362393223,2.229638
396,2.471022,805.7625362393223,2.229638
397,2.471022,805.8521940067926,2.22887
398,2.471022,805.8970228905278,2.22887
399,2.471022,805.9419944041915,2.22887
400,2.471022,805.9419944041915,2.22887
401,2.471022,806.031937431519,2.22887
402,2.471022,806.031937431519,2.22887
403,2.471022,806.1218804588466,2.22887
404,2.471022,806.1668519725104,2.227588
405,2.471022,806.2118234861741,2.227588
406,2.471022,806.2118234861741,2.227588
407,2.471022,806.2570330878178,2.227588
408,2.471022,806.3474522911052,2.227588
409,2.471022,806.392661892749,2.227973
410,2.471022,806.392661892749,2.227973
411,2.471022,806.4378714943927,2.228229
412,2.471022,806.483009595356,2.230023
413,2.471022,806.5731907106635,2.228357
414,2.471022,806.5731907106635,2.228357
415,2.471022,806.6179480937183,2.228357
416,2.471022,806.7080816657162,2.227973
417,2.471022,806.7531484517152,2.227973
418,2.471022,806.7982865526785,2.227973
419,2.471022,806.7982865526785,2.227973
420,2.471022,806.8434246536418,2.227973
421,2.471022,806.9337008555684,2.229254
422,2.471022,806.9788389565317,2.229382
423,2.471022,807.0237391552312,2.229382
424,2.471022,807.0237391552312,2.229382
425,2.471022,807.1134920093205,2.229382
426,2.471022,807.1583684363651,2.229382
427,2.471022,807.2032448634097,2.229382
428,2.471022,807.2481212904544,2.229382
429,2.471022,807.292997717499,2.229382
430,2.471022,807.292997717499,2.229382
431,2.471022,807.3827505715883,2.229382
432,2.471022,807.427626998633,2.229382
433,2.471022,807.4725034256776,2.229382
434,2.471022,807.5173798527222,2.229382
435,2.471022,807.5173798527222,2.229382
436,2.471022,807.6071327068115,2.229382
437,2.471022,807.6520091338562,2.229382
438,2.471022,807.6520091338562,2.229382
439,2.471022,807.6968855609008,2.229382
440,2.471022,807.7866384149901,2.229382
441,2.471022,807.8315148420347,2.229382
442,2.471022,807.8315148420347,2.229382
443,2.471022,807.921267696124,2.229382
444,2.471022,807.9661441231686,2.229382
445,2.471022,807.9661441231686,2.229382
446,2.471022,808.0110205502133,2.229382
447,2.471022,808.1007734043026,2.229382
448,2.471022,808.1007734043026,2.229382
449,2.471022,808.1905262583919,2.229382
450,2.471022,808.2354026854365,2.229382
451,2.471022,808.2802791124811,2.229382
452,2.471022,808.2802791124811,2.229382
453,2.471022,808.3700319665704,2.229382
454,2.471022,808.4149083936151,2.229382
455,2.471022,808.4597848206597,2.229382
456,2.471022,808.5046612477043,2.229382
457,2.471022,808.549537674749,2.229382
458,2.471022,808.549537674749,2.229382
459,2.471022,808.5944141017936,2.229382
460,2.471022,808.6841669558829,2.229382
461,2.471022,808.7290433829276,2.229382
462,2.471022,808.7739198099722,2.229382
463,2.471022,808.8187962370168,2.229382
464,2.471022,808.8636726640615,2.229382
465,2.471022,808.9085490911061,2.229382
466,2.471022,808.9085490911061,2.229382
467,2.471022,808.9534255181508,2.229382
468,2.471022,809.04317837224,2.229382
469,2.471022,809.0880547992847,2.229382
470,2.471022,809.0880547992847,2.229382
471,2.471022,809.177807653374,2.229382
472,2.471022,809.177807653374,2.229382
473,2.471022,809.2226840804186,2.229382
474,2.471022,809.3124369345079,2.229382
475,2.471022,809.3573133615525,2.229382
476,2.471022,809.3573133615525,2.229382
477,2.471022,809.4021897885972,2.229382
478,2.471022,809.4470662156418,2.229382
479,2.471022,809.4919426426865,2.229382
480,2.471022,809.5368190697311,2.229382
481,2.471022,809.5816954967758,2.229382
482,2.471022,809.671448350865,2.229382
483,2.471022,809.671448350865,2.229382
484,2.471022,809.7612012049543,2.229382
485,2.471022,809.806077631999,2.229382
486,2.471022,809.806077631999,2.229382
487,2.471022,809.8509540590436,2.229382
488,2.471022,809.8958304860882,2.229382
489,2.471022,809.9407069131329,2.229382
490,2.471022,810.0304597672222,2.229382
491,2.471022,810.0753361942668,2.229382
492,2.471022,810.0753361942668,2.229382
493,2.471022,810.1650890483561,2.229382
494,2.471022,810.2099654754007,2.229382
495,2.471022,810.2099654754007,2.229382
496,2.471022,810.29971832949,2.229382
497,2.471022,810.29971832949,2.229382
498,2.471022,810.3894711835793,2.229382
499,2.471022,810.434347610624,2.229382
500,2.471022,810.4792240376686,2.229382
501,2.471022,810.5241004647132,2.229382
502,2.471022,810.5241004647132,2.229382
503,2.471022,810.5689768917579,2.229382
504,2.471022,810.6138533188025,2.229382
505,2.471022,810.7036061728918,2.229382
506,2.471022,810.7484825999364,2.229382
507,2.471022,810.7933590269811,2.229382
508,2.471022,810.7933590269811,2.229382
509,2.471022,810.8382354540257,2.229382
510,2.471022,810.927988308115,2.229382
511,2.471022,810.9728647351596,2.229382
512,2.471022,811.0177411622043,2.229382
513,2.471022,811.0177411622043,2.229382
514,2.471022,811.1074940162936,2.229382
515,2.471022,811.1523704433382,2.229382
516,2.471022,811.1523704433382,2.229382
517,2.471022,811.2421232974275,2.229382
518,2.471022,811.2869997244721,2.229382
519,2.471022,811.3318761515168,2.229382
520,2.471022,811.3318761515168,2.229382
521,2.471022,811.3767525785614,2.229382
522,2.471022,811.4665054326507,2.229382
523,2.471022,811.4665054326507,2.229382
524,2.471022,811.55625828674,2.229382
525,2.471022,811.6011347137846,2.229382
526,2.471022,811.6460111408293,2.229382
527,2.471022,811.6908875678739,2.229382
528,2.471022,811.7357639949186,2.229382
529,2.471022,811.7806404219632,2.229382
530,2.471022,811.8255168490078,2.229382
531,2.471022,811.8255168490078,2.229382
532,2.471022,811.9152697030971,2.229382
533,2.471022,811.9152697030971,2.229382
534,2.471022,811.9601461301418,2.229382
535,2.471022,812.049898984231,2.229382
536,2.471022,812.0947754112757,2.229382
537,2.471022,812.0947754112757,2.229382
538,2.471022,812.184528265365,2.229382
539,2.471022,812.184528265365,2.229382
540,2.471022,812.2742811194543,2.229382
541,2.471022,812.3191575464989,2.229382
542,2.471022,812.3640339735435,2.229382
543,2.471022,812.4089104005882,2.229382
544,2.471022,812.4537868276328,2.229382
545,2.471022,812.4986632546775,2.229382
546,2.471022,812.5435396817221,2.229382
547,2.471022,812.5435396817221,2.229382
548,2.471022,812.5884161087668,2.229382
549,2.471022,812.6332925358114,2.229382
550,2.471022,812.678168962856,2.229382
551,2.471022,812.7679218169453,2.229382
552,2.471022,812.81279824399,2.229382
553,2.471022,812.8576746710346,2.229382
554,2.471022,812.9025510980792,2.229382
555,2.471022,812.9474275251239,2.229382
556,2.471022,812.9474275251239,2.229382
557,2.471022,812.9923039521685,2.229382
558,2.471022,813.0820568062578,2.229382
559,2.471022,813.1269332333025,2.229382
560,2.471022,813.1718096603471,2.229382
561,2.471022,813.1718096603471,2.229382
562,2.471022,813.2166860873917,2.229382
563,2.471022,813.306438941481,2.229382
564,2.471022,813.3513153685257,2.229382
565,2.471022,813.3513153685257,2.229382
566,2.471022,813.3961917955703,2.229382
567,2.471022,813.4859446496596,2.229382
568,2.471022,813.4859446496596,2.229382
569,2.471022,813.5308210767042,2.229382
570,2.471022,813.5756975037489,2.229382
571,2.471022,813.6205739307935,2.229382
572,2.471022,813.7103267848828,2.229382
573,2.471022,813.7552032119274,2.229382
574,2.471022,813.7552032119274,2.229382
575,2.471022,813.8000796389721,2.229382
576,2.471022,813.8898324930614,2.229382
577,2.471022,813.934708920106,2.229382
578,2.471022,813.934708920106,2.229382
579,2.471022,814.0244617741953,2.229382
580,2.471022,814.0693382012399,2.229382
581,2.471022,814.1142146282846,2.229382
582,2.471022,814.1142146282846,2.229382
583,2.471022,814.1590910553292,2.229382
584,2.471022,814.2488439094185,2.229382
585,2.471022,814.2488439094185,2.229382
586,2.471022,814.3385967635078,2.229382
587,2.471022,814.3385967635078,2.229382
588,2.471022,814.3834731905524,2.229382
589,2.471022,814.4732260446417,2.229382
590,2.471022,814.4732260446417,2.229382
591,2.471022,814.5181024716863,2.229382
592,2.471022,814.562978898731,2.229382
593,2.471022,814.6078553257756,2.229382
594,2.471022,814.6976081798649,2.229382
595,2.471022,814.7424846069096,2.229382
596,2.471022,814.7873610339542,2.229382
597,2.471022,814.7873610339542,2.229382
598,2.471022,814.8771138880435,2.229382
599,2.471022,814.8771138880435,2.229382
600,2.471022,814.9219903150881,2.229382
601,2.471022,815.0117431691774,2.229382
602,2.471022,815.056619596222,2.229382
603,2.471022,815.1014960232667,2.229382
604,2.471022,815.1014960232667,2.229382
605,2.471022,815.191248877356,2.229382
606,2.471022,815.2361253044006,2.229382
607,2.471022,815.2810017314453,2.229382
608,2.471022,815.2810017314453,2.229382
609,2.471022,815.3258781584899,2.229382
610,2.471022,815.3707545855345,2.229382
611,2.471022,815.4156310125792,2.229382
612,2.471022,815.5053838666685,2.229382
613,2.471022,815.5053838666685,2.229382
614,2.471022,815.5502602937131,2.229382
615,2.471022,815.5951367207578,2.229382
616,2.471022,815.6400131478024,2.229382
617,2.471022,815.684889574847,2.229382
618,2.471022,815.7746424289363,2.229382
619,2.471022,815.819518855981,2.229382
620,2.471022,815.8643952830256,2.229382
621,2.471022,815.9092717100702,2.229382
622,2.471022,815.9541481371149,2.229382
623,2.471022,815.9990245641595,2.229382
624,2.471022,816.0439009912042,2.229382
625,2.471022,816.0439009912042,2.229382
626,2.471022,816.0887774182488,2.229382
627,2.471022,816.1785302723381,2.229382
628,2.471022,816.2234066993827,2.229382
629,2.471022,816.2682831264274,2.229382
630,2.471022,816.313159553472,2.229382
631,2.471022,816.3580359805167,2.229382
632,2.471022,816.4029124075613,2.229382
633,2.471022,816.4029124075613,2.229382
634,2.471022,816.447788834606,2.229382
635,2.471022,816.5375416886952,2.229382
636,2.471022,816.5375416886952,2.229382
637,2.471022,816.6272945427845,2.229382
638,2.471022,816.6721709698292,2.229382
639,2.471022,816.7170473968738,2.229382
640,2.471022,816.7619238239184,2.229382
641,2.471022,816.7619238239184,2.229382
642,2.471022,816.8068002509631,2.229382
643,2.471022,816.8965531050524,2.229382
644,2.471022,816.941429532097,2.229382
645,2.471022,816.9863059591416,2.229382
646,2.471022,816.9863059591416,2.229382
647,2.471022,817.0311823861863,2.229382
648,2.471022,817.0760588132309,2.229382
649,2.471022,817.1658116673202,2.229382
650,2.471022,817.1658116673202,2.229382
651,2.471022,817.2555645214095,2.229382
652,2.471022,817.3004409484541,2.229382
653,2.471022,817.3453173754988,2.229382
654,2.471022,817.3901938025434,2.229382
655,2.471022,817.4350702295881,2.229382
656,2.471022,817.4799466566327,2.229382
657,2.471022,817.5248230836773,2.229382
658,2.471022,817.569699510722,2.229382
659,2.471022,817.6145759377666,2.229382
660,2.471022,817.6594523648113,2.229382
661,2.471022,817.7043287918559,2.229382
662,2.471022,817.7492052189006,2.229382
663,2.471022,817.7940816459452,2.229382
664,2.471022,817.7940816459452,2.229382
665,2.471022,817.8838345000345,2.229382
666,2.471022,817.9287109270791,2.229382
667,2.471022,817.9287109270791,2.229382
668,2.471022,817.9735873541238,2.229382
669,2.471022,818.063340208213,2.229382
670,2.471022,818.063340208213,2.229382
671,2.471022,818.1082166352577,2.229382
672,2.471022,818.197969489347,2.229382
673,2.471022,818.2428459163916,2.229382
674,2.471022,818.2428459163916,2.229382
675,2.471022,818.2877223434363,2.229382
676,2.471022,818.3774751975255,2.229382
677,2.471022,818.4223516245702,2.229382
678,2.471022,818.4672280516148,2.229382
679,2.471022,818.5121044786595,2.229382
680,2.471022,818.5569809057041,2.229382
681,2.471022,818.5569809057041,2.229382
682,2.471022,818.6018573327488,2.229382
683,2.471022,818.6467337597934,2.229382
684,2.471022,818.691610186838,2.229382
685,2.471022,818.7813630409273,2.229382
686,2.471022,818.7813630409273,2.229382
687,2.471022,818.826239467972,2.229382
688,2.471022,818.9159923220612,2.229382
689,2.471022,818.9159923220612,2.229382
690,2.471022,818.9608687491059,2.229382
691,2.471022,819.0506216031952,2.229382
692,2.471022,819.0954980302398,2.229382
693,2.471022,819.1403744572845,2.229382
694,2.471022,819.1403744572845,2.229382
695,2.471022,819.2301273113737,2.229382
696,2.471022,819.2750037384184,2.229382
697,2.471022,819.319880165463,2.229382
698,2.471022,819.3647565925077,2.229382
699,2.471022,819.4096330195523,2.229382
700,2.471022,819.4096330195523,2.229382
701,2.471022,819.454509446597,2.229382
702,2.471022,819.4993858736416,2.229382
703,2.471022,819.5442623006862,2.229382
