FIT201,LIT301,FIT301
2.471022,805.1438913006469,2.281779
2.471022,805.1857461275094,2.299715
2.471022,805.1857461275094,2.299715
2.471022,805.2527060504152,2.319956
2.471022,805.2845205103049,2.3238
2.471022,805.312575891566,2.325337
2.471022,805.3399173803194,2.326234
2.471022,805.3669734234994,2.326234
2.471022,805.3938628793799,2.325465
2.471022,805.4207523352603,2.314704
2.471022,805.4477846067855,2.302405
2.471022,805.4768153687569,2.286391
2.471022,805.5081302524641,2.268328
2.471022,805.5424191930438,2.251673
2.471022,805.5800627226887,2.23835
2.471022,805.6207993531962,2.233097
2.471022,805.6640102786776,2.229254
2.471022,805.7081967705853,2.228998
2.471022,805.7530969692848,2.227973
2.471022,805.7980447112938,2.227973
2.471022,805.843182812257,2.229638
2.471022,805.8883209132204,2.229638
2.471022,805.9331497969555,2.229638
2.471022,805.9779786806906,2.229638
2.471022,806.0228075644258,2.229638
2.471022,806.0676364481609,2.22887
2.471022,806.112465331896,2.22887
2.471022,806.1574368455598,2.22887
2.471022,806.2024083592236,2.22887
2.471022,806.2473798728873,2.22887
2.471022,806.2923513865511,2.22887
2.471022,806.3373229002149,2.22887
2.471022,806.3822944138786,2.22887
2.471022,806.4272659275424,2.227588
2.471022,806.4722374412062,2.227588
2.471022,806.5174470428499,2.227588
2.471022,806.5626566444936,2.227588
2.471022,806.6078662461373,2.227588
2.471022,806.653075847781,2.227973
2.471022,806.6982854494247,2.228229
2.471022,806.743423550388,2.230023
2.471022,806.7885141080418,2.230791
2.471022,806.8332714910965,2.228357
2.471022,806.8778862442225,2.228357
2.471022,806.9229530302215,2.227973
2.471022,806.9680198162205,2.227973
2.471022,807.0131579171838,2.227973
2.471022,807.0582960181471,2.227973
2.471022,807.1034341191104,2.227973
2.471022,807.1485722200737,2.227973
2.471022,807.193710321037,2.229254
2.471022,807.2388484220003,2.229382
2.471022,807.2837486206997,2.229382
2.471022,807.2837486206997,2.229382
2.471022,807.373501474789,2.229382
2.471022,807.4183779018337,2.229382
2.471022,807.4183779018337,2.229382
2.471022,807.5081307559229,2.229382
2.471022,807.5530071829676,2.229382
2.471022,807.5978836100122,2.229382
2.471022,807.6427600370569,2.229382
2.471022,807.6876364641015,2.229382
2.471022,807.7325128911461,2.229382
2.471022,807.7773893181908,2.229382
2.471022,807.8222657452354,2.229382
2.471022,807.8671421722801,2.229382
2.471022,807.9120185993247,2.229382
2.471022,807.9568950263694,2.229382
2.471022,808.001771453414,2.229382
2.471022,808.0466478804586,2.229382
2.471022,808.0915243075033,2.229382
2.471022,808.1364007345479,2.229382
2.471022,808.1812771615926,2.229382
2.471022,808.2261535886372,2.229382
2.471022,808.2710300156818,2.229382
2.471022,808.3159064427265,2.229382
2.471022,808.3159064427265,2.229382
2.471022,808.4056592968158,2.229382
2.471022,808.4505357238604,2.229382
2.471022,808.495412150905,2.229382
2.471022,808.5402885779497,2.229382
2.471022,808.5851650049943,2.229382
2.471022,808.630041432039,2.229382
2.471022,808.6749178590836,2.229382
2.471022,808.7197942861283,2.229382
2.471022,808.7646707131729,2.229382
2.471022,808.8095471402175,2.229382
2.471022,808.8544235672622,2.229382
2.471022,808.8992999943068,2.229382
2.471022,808.8992999943068,2.229382
2.471022,808.9890528483961,2.229382
2.471022,809.0339292754408,2.229382
2.471022,809.0788057024854,2.229382
2.471022,809.12368212953,2.229382
2.471022,809.1685585565747,2.229382
2.471022,809.2134349836193,2.229382
2.471022,809.258311410664,2.229382
2.471022,809.3031878377086,2.229382
2.471022,809.3480642647532,2.229382
2.471022,809.3929406917979,2.229382
2.471022,809.4378171188425,2.229382
2.471022,809.4826935458872,2.229382
2.471022,809.5275699729318,2.229382
2.471022,809.5724463999765,2.229382
2.471022,809.6173228270211,2.229382
2.471022,809.6621992540657,2.229382
2.471022,809.7070756811104,2.229382
2.471022,809.751952108155,2.229382
2.471022,809.7968285351997,2.229382
2.471022,809.8417049622443,2.229382
2.471022,809.886581389289,2.229382
2.471022,809.9314578163336,2.229382
2.471022,809.9763342433782,2.229382
2.471022,810.0212106704229,2.229382
2.471022,810.0660870974675,2.229382
2.471022,810.1109635245122,2.229382
2.471022,810.1558399515568,2.229382
2.471022,810.2007163786014,2.229382
2.471022,810.2455928056461,2.229382
2.471022,810.2904692326907,2.229382
2.471022,810.3353456597354,2.229382
2.471022,810.38022208678,2.229382
2.471022,810.4250985138247,2.229382
2.471022,810.4699749408693,2.229382
2.471022,810.5148513679139,2.229382
2.471022,810.5597277949586,2.229382
2.471022,810.6046042220032,2.229382
2.471022,810.6494806490479,2.229382
2.471022,810.6943570760925,2.229382
2.471022,810.7392335031371,2.229382
2.471022,810.7841099301818,2.229382
2.471022,810.8289863572264,2.229382
2.471022,810.8738627842711,2.229382
2.471022,810.9187392113157,2.229382
2.471022,810.9636156383604,2.229382
2.471022,811.008492065405,2.229382
2.471022,811.0533684924496,2.229382
2.471022,811.0982449194943,2.229382
2.471022,811.1431213465389,2.229382
2.471022,811.1879977735836,2.229382
2.471022,811.2328742006282,2.229382
2.471022,811.2777506276728,2.229382
2.471022,811.3226270547175,2.229382
2.471022,811.3675034817621,2.229382
2.471022,811.4123799088068,2.229382
2.471022,811.4572563358514,2.229382
2.471022,811.502132762896,2.229382
2.471022,811.5470091899407,2.229382
2.471022,811.5918856169853,2.229382
2.471022,811.63676204403,2.229382
2.471022,811.6816384710746,2.229382
2.471022,811.7265148981193,2.229382
2.471022,811.7713913251639,2.229382
2.471022,811.8162677522085,2.229382
2.471022,811.8611441792532,2.229382
2.471022,811.9060206062978,2.229382
2.471022,811.9508970333425,2.229382
2.471022,811.9957734603871,2.229382
2.471022,812.0406498874318,2.229382
2.471022,812.0855263144764,2.229382
2.471022,812.130402741521,2.229382
2.471022,812.1752791685657,2.229382
2.471022,812.2201555956103,2.229382
2.471022,812.265032022655,2.229382
2.471022,812.3099084496996,2.229382
2.471022,812.3547848767442,2.229382
2.471022,812.3996613037889,2.229382
2.471022,812.4445377308335,2.229382
2.471022,812.4894141578782,2.229382
2.471022,812.5342905849228,2.229382
2.471022,812.5791670119675,2.229382
2.471022,812.6240434390121,2.229382
2.471022,812.6689198660567,2.229382
2.471022,812.7137962931014,2.229382
2.471022,812.758672720146,2.229382
2.471022,812.8035491471907,2.229382
2.471022,812.8484255742353,2.229382
2.471022,812.89330200128,2.229382
2.465383,812.9381784283246,2.229382
2.465383,812.9820076025464,2.229382
2.468074,813.0258367767683,2.229382
2.335565,813.0701657128888,2.229382
2.335565,813.0898856005434,2.229382
2.070804,813.1096054881981,2.229382
1.772851,813.0801550079469,2.229382
1.36802,812.9953698725591,2.229382
0.62333,812.835401121723,2.229382
0.3697177,812.5371314833852,2.229382
0.3697177,812.1917619697017,2.229382
0.1245635,811.8463924560182,2.229382
0.1245635,811.4554938719365,2.229382
0.06779227,811.0645952878548,2.229382
0.03472912,810.6631533750141,2.229382
0.000384455,810.255571104456,2.229382
0.0,809.8416104782727,2.229382
0.0,809.4275784526244,2.229382
0.0,809.0135464269761,2.229382
0.0,808.5995144013277,2.229382
0.0,808.1854823756794,2.229382
0.0,807.771450350031,2.229382
0.0,807.3574183243827,2.229382
0.0,806.9433862987344,2.229382
0.0,806.529354273086,2.229382
0.0,806.1153222474377,2.229382
0.0,805.7012902217893,2.229382
0.0,805.287258196141,2.229382
0.0,804.8732261704927,2.229382
0.0,804.4591941448443,2.229382
0.0,804.045162119196,2.229382
0.0,803.6311300935477,2.229382
0.0,803.2170980678993,2.229382
0.0,802.803066042251,2.229382
0.0,802.3890340166026,2.229382
0.0,801.9750019909543,2.229382
0.0,801.560969965306,2.229382
0.0,801.1469379396576,2.229382
0.0,800.7329059140093,2.229382
0.0,800.3188738883609,2.229382
0.0,799.9048418627126,2.229382
0.0,799.4908098370643,2.229382
0.0,799.0767778114159,2.22951
0.0,798.6627457857676,2.22951
0.0,798.2486899884644,2.219133
0.0,797.8346341911613,2.144829
0.0,797.42250556934,1.992249
0.01384039,797.0241763931202,1.71822
0.3114087,796.6567541548684,1.408833
0.3114087,796.3535038069913,1.027704
1.018165,796.1496944975393,0.6673285
1.459648,796.1479229521098,0.4058546
1.831545,796.2950694023573,0.2389264
2.070291,796.559842996232,0.1368222
2.234325,796.8999568013306,0.07468852
2.327748,797.2894967424834,0.03830509
2.327748,797.7079260562621,0.01716683
2.426809,798.1331123570546,0.000896775
2.426809,798.5806215899868,0.0
2.448723,799.0311524333155,0.0
2.467946,799.4859196037428,0.0
2.471022,799.9442567938568,0.0
2.471022,800.4031652465497,0.0
2.471022,800.8620736992427,0.0
2.471022,801.3209821519357,0.1851199
2.471022,801.7798906046287,0.4642731
2.471022,802.2044193201637,0.7883931
2.471022,802.577104805215,1.186945
2.471022,802.8895960031709,1.576018
2.471022,803.128069715347,1.888223
2.471022,803.2942863256378,2.007622
2.471022,803.4025214556048,2.154822
2.471022,803.4885822745606,2.243731
2.471022,803.5473056905163,2.280114
2.471022,803.5895172779166,2.266662
2.471022,803.6249719581609,2.25526
2.471022,803.6629248907501,2.233738
2.471022,803.7029953577754,2.229382
2.471022,803.7470628056933,2.228613
2.471022,803.791939232738,2.225667
2.471022,803.8369584754273,2.225667
2.471022,803.8825248376088,2.228229
2.471022,803.9280911997903,2.228229
2.471022,803.9731817574441,2.225795
2.471022,804.0182723150979,2.225795
2.471022,804.0638149056247,2.225795
2.471022,804.1093574961515,2.226435
2.471022,804.1549000866783,2.226435
2.471022,804.2003238189311,2.226435
2.471022,804.245747551184,2.226435
2.471022,804.2911712834368,2.226435
2.471022,804.3365950156897,2.226435
2.471022,804.3820187479425,2.223873
2.471022,804.4274424801954,2.223873
2.471022,804.473342016976,2.223873
2.471022,804.5192415537565,2.22477
2.471022,804.565141090537,2.226435
2.471022,804.6108740400181,2.226435
2.471022,804.6562977722709,2.233738
2.471022,804.7017215045238,2.245652
2.471022,804.7457889524417,2.258976
2.471022,804.7876437793042,2.281779
2.471022,804.8270241254767,2.299715
2.471022,804.8621695884927,2.31291
2.471022,804.8939840483824,2.319956
2.471022,804.9233479849529,2.3238
2.471022,804.951403366214,2.325337
2.471022,804.9787448549674,2.326234
2.471022,805.0058008981474,2.326234
2.471022,805.0326903540279,2.325465
2.471022,805.0595798099083,2.314704
2.471022,805.0866120814335,2.302405
2.471022,805.1156428434049,2.286391
2.471022,805.1469577271121,2.268328
2.471022,805.1812466676918,2.251673
2.471022,805.2188901973367,2.23835
2.471022,805.2596268278442,2.233097
2.471022,805.3028377533255,2.229254
2.471022,805.3470242452333,2.228998
2.471022,805.3919244439328,2.227973
2.471022,805.4368721859418,2.227973
2.471022,805.482010286905,2.229638
2.471022,805.5271483878684,2.229638
2.471022,805.5719772716035,2.229638
2.471022,805.6168061553386,2.229638
2.471022,805.6616350390738,2.229638
2.471022,805.7064639228089,2.22887
2.471022,805.751292806544,2.22887
2.471022,805.7962643202078,2.22887
2.471022,805.8412358338716,2.22887
2.471022,805.8862073475353,2.22887
2.471022,805.9311788611991,2.22887
2.471022,805.9761503748629,2.22887
2.471022,806.0211218885266,2.22887
2.471022,806.0660934021904,2.227588
2.471022,806.1110649158542,2.227588
2.471022,806.1562745174979,2.227588
2.471022,806.2014841191416,2.227588
2.471022,806.2466937207853,2.227588
2.471022,806.291903322429,2.227973
2.471022,806.3371129240727,2.228229
2.471022,806.382251025036,2.230023
2.471022,806.4273415826898,2.230791
2.471022,806.4720989657445,2.228357
2.471022,806.5167137188705,2.228357
2.471022,806.5617805048695,2.227973
2.471022,806.6068472908685,2.227973
2.471022,806.6519853918318,2.227973
2.471022,806.6971234927951,2.227973
2.471022,806.7422615937584,2.227973
2.471022,806.7873996947217,2.227973
2.471022,806.832537795685,2.229254
2.471022,806.8776758966483,2.229382
2.471022,806.9225760953477,2.229382
2.471022,806.9674525223924,2.229382
2.471022,807.012328949437,2.229382
2.471022,807.0572053764816,2.229382
2.471022,807.1020818035263,2.229382
2.471022,807.1469582305709,2.229382
2.471022,807.1918346576156,2.229382
2.471022,807.2367110846602,2.229382
2.471022,807.2815875117049,2.229382
2.471022,807.3264639387495,2.229382
2.471022,807.3713403657941,2.229382
2.471022,807.4162167928388,2.229382
2.471022,807.4610932198834,2.229382
2.471022,807.5059696469281,2.229382
2.471022,807.5508460739727,2.229382
2.471022,807.5957225010173,2.229382
2.471022,807.640598928062,2.229382
2.471022,807.6854753551066,2.229382
2.471022,807.7303517821513,2.229382
2.471022,807.7752282091959,2.229382
2.471022,807.8201046362406,2.229382
2.471022,807.8649810632852,2.229382
2.471022,807.9098574903298,2.229382
2.471022,807.9547339173745,2.229382
2.471022,807.9996103444191,2.229382
2.471022,808.0444867714638,2.229382
2.471022,808.0893631985084,2.229382
2.471022,808.134239625553,2.229382
2.471022,808.1791160525977,2.229382
2.471022,808.2239924796423,2.229382
2.471022,808.268868906687,2.229382
2.471022,808.3137453337316,2.229382
2.471022,808.3586217607763,2.229382
2.471022,808.4034981878209,2.229382
2.471022,808.4483746148655,2.229382
2.471022,808.4932510419102,2.229382
2.471022,808.5381274689548,2.229382
2.471022,808.5830038959995,2.229382
2.471022,808.6278803230441,2.229382
2.471022,808.6727567500888,2.229382
2.471022,808.7176331771334,2.229382
2.471022,808.762509604178,2.229382
2.471022,808.8073860312227,2.229382
2.471022,808.8522624582673,2.229382
2.471022,808.897138885312,2.229382
2.471022,808.9420153123566,2.229382
2.471022,808.9868917394012,2.229382
2.471022,809.0317681664459,2.229382
2.471022,809.0317681664459,2.229382
2.471022,809.1215210205352,2.229382
2.471022,809.1663974475798,2.229382
2.471022,809.2112738746245,2.229382
2.471022,809.2561503016691,2.229382
2.471022,809.3010267287137,2.229382
2.471022,809.3459031557584,2.229382
2.471022,809.390779582803,2.229382
2.471022,809.4356560098477,2.229382
2.471022,809.4805324368923,2.229382
2.471022,809.525408863937,2.229382
2.471022,809.5702852909816,2.229382
2.471022,809.6151617180262,2.229382
2.471022,809.6600381450709,2.229382
2.471022,809.7049145721155,2.229382
2.471022,809.7497909991602,2.229382
2.471022,809.7946674262048,2.229382
2.471022,809.8395438532494,2.229382
2.471022,809.8844202802941,2.229382
2.471022,809.9292967073387,2.229382
2.471022,809.9741731343834,2.229382
2.471022,810.019049561428,2.229382
2.471022,810.0639259884726,2.229382
2.471022,810.1088024155173,2.229382
2.471022,810.1536788425619,2.229382
2.471022,810.1536788425619,2.229382
2.471022,810.1985552696066,2.229382
2.471022,810.2434316966512,2.229382
2.471022,810.3331845507405,2.229382
2.471022,810.3780609777851,2.229382
2.471022,810.4229374048298,2.229382
2.471022,810.4678138318744,2.229382
2.471022,810.5126902589191,2.229382
2.471022,810.5575666859637,2.229382
2.471022,810.6024431130083,2.229382
2.471022,810.647319540053,2.229382
2.471022,810.6921959670976,2.229382
2.471022,810.7370723941423,2.229382
2.471022,810.7819488211869,2.229382
2.471022,810.8268252482316,2.229382
2.471022,810.8717016752762,2.229382
2.471022,810.9165781023208,2.229382
2.471022,810.9614545293655,2.229382
2.471022,811.0063309564101,2.229382
2.471022,811.0512073834548,2.229382
2.471022,811.0960838104994,2.229382
2.471022,811.140960237544,2.229382
2.471022,811.1858366645887,2.229382
2.471022,811.2307130916333,2.229382
2.471022,811.275589518678,2.229382
2.471022,811.3204659457226,2.229382
2.471022,811.3653423727673,2.229382
2.471022,811.4102187998119,2.229382
2.471022,811.4550952268565,2.229382
2.471022,811.4999716539012,2.229382
2.471022,811.5448480809458,2.229382
2.471022,811.5897245079905,2.229382
2.471022,811.6346009350351,2.229382
2.471022,811.6794773620798,2.229382
2.471022,811.7243537891244,2.229382
2.471022,811.769230216169,2.229382
2.471022,811.8141066432137,2.229382
2.471022,811.8589830702583,2.229382
2.471022,811.903859497303,2.229382
2.471022,811.9487359243476,2.229382
2.471022,811.9936123513922,2.229382
2.471022,812.0384887784369,2.229382
2.471022,812.0833652054815,2.229382
2.471022,812.1282416325262,2.229382
2.471022,812.1731180595708,2.229382
2.471022,812.2179944866155,2.229382
2.471022,812.2628709136601,2.229382
2.471022,812.3077473407047,2.229382
2.471022,812.3526237677494,2.229382
2.471022,812.397500194794,2.229382
2.471022,812.4423766218387,2.229382
2.471022,812.4872530488833,2.229382
2.471022,812.532129475928,2.229382
2.471022,812.5770059029726,2.229382
2.471022,812.6218823300172,2.229382
2.471022,812.6667587570619,2.229382
2.471022,812.7116351841065,2.229382
2.471022,812.7565116111512,2.229382
2.471022,812.8013880381958,2.229382
2.471022,812.8462644652404,2.229382
2.471022,812.8911408922851,2.229382
2.471022,812.8911408922851,2.229382
2.471022,812.9808937463744,2.229382
2.471022,813.025770173419,2.229382
2.471022,813.025770173419,2.229382
2.471022,813.1155230275083,2.229382
2.471022,813.1603994545529,2.229382
2.471022,813.2052758815976,2.229382
2.471022,813.2501523086422,2.229382
2.471022,813.2950287356869,2.229382
2.471022,813.3399051627315,2.229382
2.471022,813.3847815897761,2.229382
2.471022,813.4296580168208,2.229382
2.471022,813.4745344438654,2.229382
2.471022,813.5194108709101,2.229382
2.471022,813.5642872979547,2.229382
2.471022,813.6091637249993,2.229382
2.471022,813.654040152044,2.229382
2.471022,813.6989165790886,2.229382
2.471022,813.7437930061333,2.229382
2.471022,813.7886694331779,2.229382
2.471022,813.8335458602226,2.229382
2.471022,813.8784222872672,2.229382
2.471022,813.9232987143118,2.229382
2.471022,813.9681751413565,2.229382
2.471022,814.0130515684011,2.229382
2.471022,814.0579279954458,2.229382
2.471022,814.1028044224904,2.229382
2.471022,814.147680849535,2.229382
2.471022,814.1925572765797,2.229382
2.471022,814.2374337036243,2.229382
2.471022,814.282310130669,2.229382
2.471022,814.3271865577136,2.229382
2.471022,814.3720629847583,2.229382
2.471022,814.4169394118029,2.229382
2.471022,814.4618158388475,2.229382
2.471022,814.5066922658922,2.229382
2.471022,814.5515686929368,2.229382
2.471022,814.5964451199815,2.229382
2.471022,814.6413215470261,2.229382
2.471022,814.6861979740708,2.229382
2.471022,814.7310744011154,2.229382
2.471022,814.77595082816,2.229382
2.471022,814.8208272552047,2.229382
2.471022,814.8208272552047,2.229382
2.471022,814.910580109294,2.229382
2.471022,814.9554565363386,2.229382
2.471022,815.0003329633832,2.229382
2.471022,815.0452093904279,2.229382
2.471022,815.0900858174725,2.229382
2.471022,815.1349622445172,2.229382
2.471022,815.1798386715618,2.229382
2.471022,815.2247150986065,2.229382
2.471022,815.2695915256511,2.229382
2.471022,815.3144679526957,2.229382
2.471022,815.3593443797404,2.229382
2.471022,815.404220806785,2.229382
2.471022,815.404220806785,2.229382
2.471022,815.4939736608743,2.229382
2.471022,815.4939736608743,2.229382
2.471022,815.5837265149636,2.229382
2.471022,815.6286029420082,2.229382
2.471022,815.6734793690529,2.229382
2.471022,815.7183557960975,2.229382
2.471022,815.7632322231422,2.229382
2.471022,815.8081086501868,2.229382
2.471022,815.8529850772314,2.229382
2.471022,815.8978615042761,2.229382
2.471022,815.9427379313207,2.229382
2.471022,815.9876143583654,2.229382
2.471022,816.03249078541,2.229382
2.471022,816.0773672124546,2.229382
2.471022,816.1222436394993,2.229382
2.471022,816.1671200665439,2.229382
2.471022,816.2119964935886,2.229382
2.471022,816.2568729206332,2.229382
2.471022,816.3017493476779,2.229382
2.471022,816.3466257747225,2.229382
2.471022,816.3915022017671,2.229382
2.471022,816.4363786288118,2.229382
2.471022,816.4812550558564,2.229382
2.471022,816.5261314829011,2.229382
2.471022,816.5710079099457,2.229382
2.471022,816.6158843369903,2.229382
2.471022,816.660760764035,2.229382
2.471022,816.7056371910796,2.229382
2.471022,816.7505136181243,2.229382
2.471022,816.7953900451689,2.229382
2.471022,816.8402664722136,2.229382
2.471022,816.8851428992582,2.229382
2.471022,816.9300193263028,2.229382
2.471022,816.9748957533475,2.229382
2.471022,817.0197721803921,2.229382
2.471022,817.0646486074368,2.229382
2.471022,817.1095250344814,2.229382
2.471022,817.154401461526,2.229382
2.471022,817.1992778885707,2.229382
2.471022,817.2441543156153,2.229382
2.471022,817.28903074266,2.229382
2.471022,817.3339071697046,2.229382
2.471022,817.3787835967493,2.229382
2.471022,817.4236600237939,2.229382
2.471022,817.4685364508385,2.229382
2.471022,817.5134128778832,2.229382
2.471022,817.5582893049278,2.229382
2.471022,817.6031657319725,2.229382
2.471022,817.6480421590171,2.229382
2.471022,817.6929185860618,2.229382
2.471022,817.7377950131064,2.229382
2.471022,817.782671440151,2.229382
2.471022,817.8275478671957,2.229382
2.471022,817.8724242942403,2.229382
2.471022,817.917300721285,2.229382
2.471022,817.9621771483296,2.229382
2.471022,818.0070535753742,2.229382
2.471022,818.0519300024189,2.229382
2.471022,818.0968064294635,2.229382
2.471022,818.1416828565082,2.229382
2.471022,818.1865592835528,2.229382
2.471022,818.2314357105975,2.229382
2.471022,818.2763121376421,2.229382
2.471022,818.3211885646867,2.229382
2.471022,818.3660649917314,2.229382
2.471022,818.410941418776,2.229382
2.471022,818.4558178458207,2.229382
2.471022,818.5006942728653,2.229382
2.471022,818.54557069991,2.229382
2.471022,818.5904471269546,2.229382
2.471022,818.6353235539992,2.229382
2.471022,818.6801999810439,2.229382
2.471022,818.7250764080885,2.229382
2.471022,818.7699528351332,2.229382
2.471022,818.8148292621778,2.229382
2.471022,818.8597056892224,2.229382
2.471022,818.9045821162671,2.229382
2.471022,818.9494585433117,2.229382
2.471022,818.9943349703564,2.229382
2.471022,819.039211397401,2.229382
2.471022,819.0840878244456,2.229382
2.471022,819.1289642514903,2.229382
2.471022,819.1738406785349,2.229382
2.471022,819.2187171055796,2.229382
2.471022,819.2635935326242,2.229382
2.471022,819.3084699596689,2.229382
2.471022,819.3533463867135,2.229382
2.471022,819.3982228137581,2.229382
2.471022,819.4430992408028,2.229382
2.471022,819.4879756678474,2.229382
2.471022,819.5328520948921,2.229382
2.471022,819.5777285219367,2.229382
2.471022,819.6226049489813,2.229382
2.471022,819.667481376026,2.229382
2.471022,819.7123578030706,2.229382
2.471022,819.7572342301153,2.229382
2.471022,819.8021106571599,2.229382
2.471022,819.8469870842046,2.229382
2.471022,819.8918635112492,2.229382
2.471022,819.9367399382938,2.229382
2.471022,819.9816163653385,2.229382
2.471022,820.0264927923831,2.229382
2.471022,820.0713692194278,2.229382
2.471022,820.1162456464724,2.229382
2.471022,820.161122073517,2.229382
2.471022,820.2059985005617,2.229382
2.471022,820.2508749276063,2.229382
2.471022,820.295751354651,2.229382
2.471022,820.3406277816956,2.229382
2.471022,820.3855042087403,2.229382
2.471022,820.4303806357849,2.229382
2.471022,820.4752570628295,2.229382
2.471022,820.5201334898742,2.229382
2.471022,820.5650099169188,2.229382
2.471022,820.6098863439635,2.229382
2.471022,820.6547627710081,2.229382
2.471022,820.6996391980528,2.229382
2.471022,820.7445156250974,2.229382
2.471022,820.789392052142,2.229382
2.471022,820.8342684791867,2.229382
2.471022,820.8791449062313,2.229382
2.471022,820.924021333276,2.229382
2.471022,820.9688977603206,2.229382
2.471022,821.0137741873652,2.229382
2.471022,821.0586506144099,2.229382
2.471022,821.0586506144099,2.229382
2.471022,821.1484034684992,2.229382
2.471022,821.1932798955438,2.229382
2.471022,821.2381563225885,2.22951
2.471022,821.2830327496331,2.22951
2.471022,821.3278854050229,2.219133
2.471022,821.3727380604128,2.144829
2.471022,821.4195178912845,1.992249
2.471022,821.4800971677577,1.71822
2.471022,821.5690129995961,1.408833
2.471022,821.7088204157195,1.027704
2.471022,821.9060859643296,0.6673285
2.471022,822.1741332864999,0.4058546
2.471022,822.5091081241247,0.2389264
2.471022,822.8926428624177,0.1368222
2.471022,823.3071788471474,0.07468852
2.471022,823.7406772208949,0.03830509
2.471022,824.1857148164497,0.01716683
2.471022,824.6375093990184,0.000896775
2.471022,825.0932296958015,0.0
2.471022,825.5519716029811,0.0
2.471022,826.0108800556741,0.0
2.471022,826.4697885083671,0.0
2.471022,826.92869696106,0.0
2.471022,827.387605413753,0.0
2.471022,827.846513866446,0.0
2.471022,828.305422319139,0.0
2.471022,828.764330771832,0.0
2.471022,829.223239224525,0.0
2.471022,829.6821476772179,0.0
2.471022,830.1410561299109,0.0
2.471022,830.5999645826039,0.0
2.471022,831.0588730352969,0.0
2.471022,831.5177814879899,0.0
2.471022,831.9766899406828,0.0
2.471022,832.4355983933758,0.0
2.471022,832.8945068460688,0.0
2.471022,833.3534152987618,0.0
2.471022,833.8123237514548,0.0
2.471022,834.2712322041477,0.0
2.471022,834.7301406568407,0.0
2.471022,835.1890491095337,0.0
2.471022,835.6479575622267,0.0
2.471022,836.1068660149197,0.0
2.471022,836.5657744676126,0.0
2.471022,837.0246829203056,0.0
2.471022,837.4835913729986,0.0
2.471022,837.9424998256916,0.0
2.471022,838.4014082783846,0.0
2.471022,838.8603167310775,0.0
2.471022,839.3192251837705,0.0
2.471022,839.7781336364635,0.0
2.471022,840.2370420891565,0.0
2.471022,840.6959505418495,0.0
2.471022,841.1548589945425,0.0
2.471022,841.6137674472354,0.0
2.471022,842.0726758999284,0.0
2.471022,842.5315843526214,0.0
2.471022,842.9904928053144,0.0
2.471022,843.4494012580074,0.0
2.471022,843.9083097107003,0.0
2.471022,844.3672181633933,0.0
2.471022,844.8261266160863,0.0
2.471022,845.2850350687793,0.0
2.471022,845.7439435214723,0.0
2.471022,846.2028519741652,0.0
2.471022,846.6617604268582,0.0
2.471022,847.1206688795512,0.0
2.471022,847.5795773322442,0.0
2.471022,848.0384857849372,0.0
2.471022,848.4973942376301,0.0
2.471022,848.9563026903231,0.0
2.471022,849.4152111430161,0.0
2.471022,849.8741195957091,0.0
2.471022,850.3330280484021,0.0
